name,name_original,category,calories_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,saturated_fat_g_per_100g,sodium_mg_per_100g,source_name,source_id,license
"Succotash, (maíz y limas), Congelado, Cocido, Hervido (2)","Succotash, (corn and limas), frozen, cooked, boiled",Verduras,93,4.3,20,0.9,4.1,2.2,0.17,281.2,usda_sr_legacy_via_tempolife,13858,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Succotash, (maíz y limas), Congelado, Sin preparar","Succotash, (corn and limas), frozen, unprepared",Verduras,93,4.3,19.9,0.9,4,,0.17,45.2,usda_sr_legacy_via_tempolife,12308,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Succotash, (maíz y limas), Crudo","Succotash, (corn and limas), raw",Verduras,99,5,19.6,1,3.8,,0.19,4.0,usda_sr_legacy_via_tempolife,13080,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Sun-seco tomate,Sun-dried tomato,Verduras,258,14.1,55.8,2.9,12.3,0,,,tempolife_curated,225,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Cocido, Sin sal","Taro, cooked, without salt",Verduras,142,0.5,34.6,0.1,5.1,0.5,0.02,15.2,usda_sr_legacy_via_tempolife,12314,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Cocido, Con sal","Taro, cooked, with salt",Verduras,142,0.5,34.6,0.1,5.1,0.5,0.02,251.2,usda_sr_legacy_via_tempolife,14270,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro hojas, Cocido, Al vapor, Sin sal","Taro leaves, cooked, steamed, without salt",Verduras,24,2.7,4,0.4,2,,0.08,2.0,usda_sr_legacy_via_tempolife,12316,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Hojas, Cocido, Al vapor, Con sal","Taro, leaves, cooked, steamed, with salt",Verduras,24,2.7,3.9,0.4,2,,0.08,238.0,usda_sr_legacy_via_tempolife,14271,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro hojas, Crudo","Taro leaves, raw",Verduras,42,5,6.7,0.7,3.7,3,0.15,3.2,usda_sr_legacy_via_tempolife,12315,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Crudo","Taro, raw",Verduras,112,1.5,26.5,0.2,4.1,0.4,0.04,11.2,usda_sr_legacy_via_tempolife,13088,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro shoots, Cocido, Sin sal","Taro shoots, cooked, without salt",Verduras,14,0.7,3.2,0.1,0,,0.02,2.0,usda_sr_legacy_via_tempolife,13089,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Shoots, Cocido, Con sal","Taro, shoots, cooked, with salt",Verduras,14,0.7,3.2,0.1,0,,0.02,238.0,usda_sr_legacy_via_tempolife,13862,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro shoots, Crudo","Taro shoots, raw",Verduras,11,0.9,2.3,0.1,0,,0.02,1.2,usda_sr_legacy_via_tempolife,12317,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Tahitian, Cocido, Sin sal","Taro, tahitian, cooked, without salt",Verduras,44,4.2,6.9,0.7,0,,0.14,54.0,usda_sr_legacy_via_tempolife,14182,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Tahitian, Cocido, Con sal","Taro, tahitian, cooked, with salt",Verduras,44,4.2,6.9,0.7,0,,0.14,290.0,usda_sr_legacy_via_tempolife,13863,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Taro, Tahitian, Crudo","Taro, tahitian, raw",Verduras,44,2.8,6.9,1,0,,0.2,50.0,usda_sr_legacy_via_tempolife,13090,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomatillos, Crudo","Tomatillos, raw",Verduras,32,1,5.8,1,1.9,3.9,0.14,1.2,usda_sr_legacy_via_tempolife,12394,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate y verdura jugo, Bajo en sodio","Tomato and vegetable juice, low sodium",Verduras,22,0.6,4.6,0.1,0.8,3.3,0.01,58.0,usda_sr_legacy_via_tempolife,11597,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Triturado, Enlatado","Tomatoes, crushed, canned",Verduras,32,1.6,7.3,0.3,1.9,4.4,0.04,186.0,usda_sr_legacy_via_tempolife,14228,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Verde, Crudo","Tomatoes, green, raw",Verduras,23,1.2,5.1,0.2,1.1,4,0.03,13.2,usda_sr_legacy_via_tempolife,14183,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Naranja, Crudo","Tomatoes, orange, raw",Verduras,16,1.2,3.2,0.2,0.9,,0.03,42.0,usda_sr_legacy_via_tempolife,14229,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Enlatado, Empacado en tomate jugo","Tomatoes, red, ripe, canned, packed in tomato juice",Verduras,16,0.8,3.5,0.3,1.9,2.6,0.03,115.2,usda_sr_legacy_via_tempolife,13778,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Enlatado, Empacado en tomate jugo (2)","Tomatoes, red, ripe, canned, packed in tomato juice",Verduras,16,0.8,3.5,0.3,1.9,2.6,0.03,10.0,usda_sr_legacy_via_tempolife,13865,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Enlatado, Guisado","Tomatoes, red, ripe, canned, stewed",Verduras,26,0.9,6.2,0.2,1,3.5,0.03,221.2,usda_sr_legacy_via_tempolife,13779,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Enlatado, Con verde chilies","Tomatoes, red, ripe, canned, with green chilies",Verduras,15,0.7,3.6,0.1,0,,0.01,401.2,usda_sr_legacy_via_tempolife,13780,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Cocido","Tomatoes, red, ripe, cooked",Verduras,18,1,4,0.1,0.7,2.5,0.02,11.2,usda_sr_legacy_via_tempolife,13777,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Cocido, Guisado","Tomatoes, red, ripe, cooked, stewed",Verduras,79,2,13.1,2.7,1.7,,0.52,455.2,usda_sr_legacy_via_tempolife,13816,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Cocido, Con sal","Tomatoes, red, ripe, cooked, with salt",Verduras,18,1,4,0.1,0.7,2.5,0.02,247.2,usda_sr_legacy_via_tempolife,13864,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Red, Maduro, Crudo","Tomatoes, red, ripe, raw",Verduras,18,0.9,3.9,0.2,1.2,2.6,0.03,5.2,usda_sr_legacy_via_tempolife,14184,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Sun-seco","Tomatoes, sun-dried",Verduras,258,14.1,55.8,3,12.3,37.6,0.43,107.2,usda_sr_legacy_via_tempolife,12395,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Sun-seco, Empacado en aceite, Escurrido","Tomatoes, sun-dried, packed in oil, drained",Verduras,213,5.1,23.3,14.1,5.8,,1.89,266.0,usda_sr_legacy_via_tempolife,13164,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomates, Yellow, Crudo","Tomatoes, yellow, raw",Verduras,15,1,3,0.3,0.7,,0.04,23.2,usda_sr_legacy_via_tempolife,13823,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate jugo, Enlatado, Sin sal añadido","Tomato juice, canned, without salt added",Verduras,17,0.9,3.5,0.3,0.4,2.6,0.02,10.0,usda_sr_legacy_via_tempolife,14272,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate jugo, Enlatado, Con sal añadido","Tomato juice, canned, with salt added",Verduras,17,0.9,3.5,0.3,0.4,2.6,0.02,253.2,usda_sr_legacy_via_tempolife,14185,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Tomate paste,Tomato paste,Verduras,82,4.3,19,0.5,4.1,0,,,tempolife_curated,226,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Tomate en polvo,Tomato powder,Verduras,302,12.9,74.7,0.4,16.5,43.9,0.06,134.0,usda_sr_legacy_via_tempolife,14188,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Paste, Sin sal añadido","Tomato products, canned, paste, without salt added",Verduras,82,4.3,18.9,0.5,4.1,12.2,0.1,59.2,usda_sr_legacy_via_tempolife,14186,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Puree, Sin sal añadido","Tomato products, canned, puree, without salt added",Verduras,38,1.7,9,0.2,1.9,4.8,0.03,28.0,usda_sr_legacy_via_tempolife,14187,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Puree, Con sal añadido","Tomato products, canned, puree, with salt added",Verduras,38,1.7,9,0.2,1.9,4.8,0.03,202.0,usda_sr_legacy_via_tempolife,14273,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa","Tomato products, canned, sauce",Verduras,24,1.2,5.3,0.3,1.5,3.6,0.04,474.0,usda_sr_legacy_via_tempolife,13781,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Spanish estilo","Tomato products, canned, sauce, spanish style",Verduras,33,1.4,7.2,0.3,1.4,,0.04,472.0,usda_sr_legacy_via_tempolife,13812,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Con herbs y queso","Tomato products, canned, sauce, with herbs and cheese",Verduras,59,2.1,10.2,1.9,2.2,,0.63,543.2,usda_sr_legacy_via_tempolife,13784,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Con hongos","Tomato products, canned, sauce, with mushrooms",Verduras,35,1.5,8.4,0.1,1.5,5.8,0.02,452.0,usda_sr_legacy_via_tempolife,13782,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Con cebollas","Tomato products, canned, sauce, with onions",Verduras,42,1.6,9.9,0.2,1.8,,0.03,551.2,usda_sr_legacy_via_tempolife,13783,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Con cebollas, Verde pimientos","Tomato products, canned, sauce, with onions, green peppers",Verduras,41,0.9,8.8,0.7,1.4,7.4,0.13,368.0,usda_sr_legacy_via_tempolife,14189,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate productos, Enlatado, Salsa, Con tomate tidbits","Tomato products, canned, sauce, with tomato tidbits",Verduras,32,1.3,7.1,0.4,1.4,,0.06,15.2,usda_sr_legacy_via_tempolife,14190,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Tomate (crudo),Tomato (raw),Verduras,18,0.9,3.9,0.2,1.2,0,,,tempolife_curated,223,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Tomate salsa,Tomato sauce,Verduras,32,1.6,7.1,0.4,1.6,0,,,tempolife_curated,227,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tomate salsa, Enlatado, Sin sal añadida","Tomato sauce, canned, no salt added",Verduras,24,1.2,5.3,0.3,1.5,3.6,0.04,11.2,usda_sr_legacy_via_tempolife,12854,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tree fern, Cocido, Sin sal","Tree fern, cooked, without salt",Verduras,40,0.3,11,0.1,3.7,,0.01,5.2,usda_sr_legacy_via_tempolife,14191,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Tree fern, Cocido, Con sal","Tree fern, cooked, with salt",Verduras,40,0.3,10.8,0.1,3.7,,,241.2,usda_sr_legacy_via_tempolife,12381,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja y turnips, Congelado, Cocido, Hervido, Escurrido","Turnip greens and turnips, frozen, cooked, boiled, drained",Verduras,35,3,4.9,0.4,3.1,1.1,0.09,19.2,usda_sr_legacy_via_tempolife,13789,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja y turnips, Congelado, Cocido, Hervido, Escurrido (2)","Turnip greens and turnips, frozen, cooked, boiled, drained",Verduras,34,3,4.7,0.4,3.1,1,0.09,255.2,usda_sr_legacy_via_tempolife,13868,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja y turnips, Congelado, Sin preparar","Turnip greens and turnips, frozen, unprepared",Verduras,21,2.5,3.4,0.2,2.4,,0.03,18.0,usda_sr_legacy_via_tempolife,14197,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Enlatado, Sin sal añadida","Turnip greens, canned, no salt added",Verduras,19,1.4,2.8,0.3,1.3,0.4,0.07,29.2,usda_sr_legacy_via_tempolife,11953,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Enlatado, Sólidos y líquidos","Turnip greens, canned, solids and liquids",Verduras,14,1.4,2.4,0.3,1.7,,0.07,277.2,usda_sr_legacy_via_tempolife,14194,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Cocido, Hervido, Escurrido, Sin sal","Turnip greens, cooked, boiled, drained, without salt",Verduras,20,1.1,4.4,0.2,3.5,0.5,0.05,29.2,usda_sr_legacy_via_tempolife,14193,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Cocido, Hervido, Escurrido, Con sal","Turnip greens, cooked, boiled, drained, with salt",Verduras,20,1.1,4.4,0.2,3.5,0.5,0.05,265.2,usda_sr_legacy_via_tempolife,13866,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Congelado, Cocido, Hervido, Escurrido","Turnip greens, frozen, cooked, boiled, drained",Verduras,29,3.4,5,0.4,3.4,0.8,0.1,15.2,usda_sr_legacy_via_tempolife,14196,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Congelado, Cocido, Hervido, Escurrido (2)","Turnip greens, frozen, cooked, boiled, drained",Verduras,29,3.4,5,0.4,3.4,0.8,0.1,251.2,usda_sr_legacy_via_tempolife,13867,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Congelado, Sin preparar","Turnip greens, frozen, unprepared",Verduras,22,2.5,3.7,0.3,2.5,,0.07,12.0,usda_sr_legacy_via_tempolife,14195,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnip verduras de hoja, Crudo","Turnip greens, raw",Verduras,32,1.5,7.1,0.3,3.2,0.8,0.07,40.0,usda_sr_legacy_via_tempolife,13788,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Cocido, Hervido, Escurrido, Sin sal","Turnips, cooked, boiled, drained, without salt",Verduras,22,0.7,5.1,0.1,2,3,0.01,16.0,usda_sr_legacy_via_tempolife,13785,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Cocido, Hervido, Escurrido, Con sal","Turnips, cooked, boiled, drained, with salt",Verduras,22,0.7,5.1,0.1,2,3,0.01,286.0,usda_sr_legacy_via_tempolife,14274,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Congelado, Cocido, Hervido, Escurrido","Turnips, frozen, cooked, boiled, drained",Verduras,23,1.5,4.4,0.2,2,2.4,0.03,36.0,usda_sr_legacy_via_tempolife,13787,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Congelado, Cocido, Hervido, Escurrido (2)","Turnips, frozen, cooked, boiled, drained",Verduras,21,1.5,3.7,0.2,2,1.7,0.03,272.0,usda_sr_legacy_via_tempolife,14275,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Congelado, Sin preparar","Turnips, frozen, unprepared",Verduras,16,1,2.9,0.2,1.8,,0.02,25.2,usda_sr_legacy_via_tempolife,13786,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Turnips, Crudo","Turnips, raw",Verduras,28,0.9,6.4,0.1,1.8,3.8,0.01,67.2,usda_sr_legacy_via_tempolife,14192,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verdura jugo, Bolthouse farms, Daily verduras de hoja","Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",Verduras,31,0.5,8.1,0,1.9,5.4,0.02,15.2,usda_sr_legacy_via_tempolife,13547,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verdura jugo cocktail, Enlatado","Vegetable juice cocktail, canned",Verduras,22,0.9,3.9,0.3,0.5,2.8,0.09,169.2,usda_sr_legacy_via_tempolife,13790,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verdura jugo cocktail, Bajo en sodio, Enlatado","Vegetable juice cocktail, low sodium, canned",Verduras,19,0.9,3.8,0.3,0.5,2.8,0.09,55.2,usda_sr_legacy_via_tempolife,14200,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado, Enlatado, Escurrido sólidos","Vegetables, mixed, canned, drained solids",Verduras,49,2.6,9.3,0.3,3,2.4,0.05,214.0,usda_sr_legacy_via_tempolife,13792,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado, Enlatado, Sólidos y líquidos","Vegetables, mixed, canned, solids and liquids",Verduras,36,1.4,7.1,0.3,3.8,,0.05,224.0,usda_sr_legacy_via_tempolife,13791,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado (maíz, Frijoles lima, Arvejas, Judías verdes","Vegetables, mixed (corn, lima beans, peas, green beans",Verduras,37,1.4,7.3,0.2,3.1,2.4,0.04,26.0,usda_sr_legacy_via_tempolife,12865,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado, Congelado, Cocido, Hervido","Vegetables, mixed, frozen, cooked, boiled",Verduras,65,2.9,13.1,0.2,4.4,3.1,0.03,35.2,usda_sr_legacy_via_tempolife,14199,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado, Congelado, Cocido, Hervido (2)","Vegetables, mixed, frozen, cooked, boiled",Verduras,60,2.9,13.1,0.2,4.4,3.1,0.03,271.2,usda_sr_legacy_via_tempolife,13869,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Verduras, Mezclado, Congelado, Sin preparar","Vegetables, mixed, frozen, unprepared",Verduras,72,3.3,13.5,0.5,4,,0.1,47.2,usda_sr_legacy_via_tempolife,14198,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Vinespinach, (basella), Crudo","Vinespinach, (basella), raw",Verduras,19,1.8,3.4,0.3,0,,,24.0,usda_sr_legacy_via_tempolife,14201,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Wasabi, Root, Crudo","Wasabi, root, raw",Verduras,109,4.8,23.5,0.6,7.8,,,17.2,usda_sr_legacy_via_tempolife,12411,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Waterchestnuts, Chino, Enlatado, Sólidos y líquidos","Waterchestnuts, chinese, canned, solids and liquids",Verduras,50,0.9,12.3,0.1,2.5,2.5,0.02,8.0,usda_sr_legacy_via_tempolife,13794,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Waterchestnuts, Chino, (matai), Crudo","Waterchestnuts, chinese, (matai), raw",Verduras,97,1.4,23.9,0.1,3,4.8,0.03,14.0,usda_sr_legacy_via_tempolife,13793,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Agua convolvulus, Cocido, Hervido, Escurrido, Sin sal","Water convolvulus, cooked, boiled, drained, without salt",Verduras,20,2.1,3.7,0.2,1.9,,0.04,122.0,usda_sr_legacy_via_tempolife,13082,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Agua convolvulus, Cocido, Hervido, Escurrido, Con sal","Water convolvulus, cooked, boiled, drained, with salt",Verduras,20,2.1,3.7,0.2,1.9,,,358.0,usda_sr_legacy_via_tempolife,13859,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Agua convolvulus, Crudo","Water convolvulus, raw",Verduras,19,2.6,3.1,0.2,2.1,,,113.2,usda_sr_legacy_via_tempolife,13081,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Watercress,Watercress,Verduras,11,2.3,1.3,0.1,0.5,0,,,tempolife_curated,249,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Watercress, Crudo","Watercress, raw",Verduras,11,2.3,1.3,0.1,0.5,0.2,0.03,41.2,usda_sr_legacy_via_tempolife,13795,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Waxgourd, (chino preserving melón), Cocido, Hervido, Escurrido","Waxgourd, (chinese preserving melon), cooked, boiled, drained",Verduras,11,0.4,2.5,0.2,1,1.2,0.02,343.2,usda_sr_legacy_via_tempolife,14276,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Waxgourd, (chino preserving melón), Cocido, Hervido, Escurrido (2)","Waxgourd, (chinese preserving melon), cooked, boiled, drained",Verduras,14,0.4,3,0.2,1,1.2,0.02,107.2,usda_sr_legacy_via_tempolife,14202,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Waxgourd, (chino preserving melón), Crudo","Waxgourd, (chinese preserving melon), raw",Verduras,13,0.4,3,0.2,2.9,,0.02,111.2,usda_sr_legacy_via_tempolife,13796,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Winged frijol, Inmaduro semillas, Cocido, Hervido, Escurrido","Winged bean, immature seeds, cooked, boiled, drained",Verduras,37,5.3,3.2,0.7,0,,0.1,240.0,usda_sr_legacy_via_tempolife,14277,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Winged frijol hojas, Crudo","Winged bean leaves, raw",Verduras,74,5.9,14.1,1.1,0,,0.27,9.2,usda_sr_legacy_via_tempolife,14205,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Winged frijoles, Inmaduro semillas, Cocido, Hervido, Escurrido","Winged beans, immature seeds, cooked, boiled, drained",Verduras,38,5.3,3.2,0.7,0,,0.18,4.0,usda_sr_legacy_via_tempolife,14204,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Winged frijoles, Inmaduro semillas, Crudo","Winged beans, immature seeds, raw",Verduras,49,7,4.3,0.9,0,,0.24,4.0,usda_sr_legacy_via_tempolife,14203,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Winged frijol tuber, Crudo","Winged bean tuber, raw",Verduras,148,11.6,28.1,0.9,0,,0.22,35.2,usda_sr_legacy_via_tempolife,13797,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yambean (jicama), Cocido, Hervido, Escurrido, Sin sal","Yambean (jicama), cooked, boiled, drained, without salt",Verduras,38,0.7,8.8,0.1,0,,,4.0,usda_sr_legacy_via_tempolife,13801,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yambean (jicama), Cocido, Hervido, Escurrido, Con sal","Yambean (jicama), cooked, boiled, drained, with salt",Verduras,36,0.7,8.2,0.1,0,,,242.0,usda_sr_legacy_via_tempolife,13138,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yambean (jicama), Crudo","Yambean (jicama), raw",Verduras,38,0.7,8.8,0.1,4.9,1.8,0.02,4.0,usda_sr_legacy_via_tempolife,13800,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yam, Cocido, Hervido, Escurrido, O horneado","Yam, cooked, boiled, drained, or baked",Verduras,114,1.5,27,0.1,3.9,0.5,0.03,244.0,usda_sr_legacy_via_tempolife,14278,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yam, Cocido, Hervido, Escurrido, O horneado (2)","Yam, cooked, boiled, drained, or baked",Verduras,116,1.5,27.5,0.1,3.9,0.5,0.03,8.0,usda_sr_legacy_via_tempolife,13799,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yam, Crudo","Yam, raw",Verduras,118,1.5,27.9,0.2,4.1,0.5,0.04,9.2,usda_sr_legacy_via_tempolife,13798,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yardlong frijol, Cocido, Hervido, Escurrido, Sin sal","Yardlong bean, cooked, boiled, drained, without salt",Verduras,47,2.5,9.2,0.1,0,,0.03,4.0,usda_sr_legacy_via_tempolife,13003,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yardlong frijol, Cocido, Hervido, Escurrido, Con sal","Yardlong bean, cooked, boiled, drained, with salt",Verduras,47,2.5,9.2,0.1,0,,0.03,240.0,usda_sr_legacy_via_tempolife,13139,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yardlong frijol, Crudo","Yardlong bean, raw",Verduras,47,2.8,8.4,0.4,0,,0.11,4.0,usda_sr_legacy_via_tempolife,13002,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yautia (tannier), Crudo","Yautia (tannier), raw",Verduras,98,1.5,23.6,0.4,1.5,,0.08,21.2,usda_sr_legacy_via_tempolife,13181,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Yeast extract spread,Yeast extract spread,Verduras,185,23.9,20.4,0.9,6.5,1.6,0,3380.0,usda_sr_legacy_via_tempolife,11606,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Yellow pimiento (crudo),Yellow bell pepper (raw),Verduras,27,1,6.3,0.2,0.9,0,,,tempolife_curated,238,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
